gene_id,gene_short_name,cell_group,CeNGEN_annotation,Additional genes used for annotation,Notes,Final annotation,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
WBGene00004780,ser-7,129,,,,,0.188390907,2.79392492,0.834951456,0.22563097,0.466655388,3.62E-177,1.24E-170
WBGene00017900,F28E10.1,129,,,,,0.129206558,5.009132184,0.922330097,0.14008711,0.450880954,3.1E-171,1.07E-164
WBGene00044553,T23B12.11,129,,,,,0.143244803,4.71247377,0.854368932,0.167661531,0.415141544,8.53E-158,2.93E-151
WBGene00019199,H14E04.2,129,,,,,0.205206858,2.611340619,0.844660194,0.24294605,0.396230032,1.1E-150,3.78E-144
WBGene00016028,flp-24,130,Neurons,,,ALA,0.511452701,160.4213088,0.990196078,0.516516589,0.926314494,0,0
WBGene00001450,flp-7,130,,,,,0.236314989,13.09506056,0.990196078,0.238654742,0.695412587,4.62E-261,1.59E-254
WBGene00001456,flp-13,130,,,,,0.264695965,33.30128354,0.990196078,0.267316717,0.670080919,1.35E-251,4.62E-245
WBGene00003746,nlp-8,130,,,,,0.181167978,8.739875164,0.950980392,0.190506533,0.587718502,7.66E-221,2.63E-214
WBGene00021272,Y23H5B.1,130,,,,,0.203742963,6.897067784,0.960784314,0.212059003,0.575281985,3.36E-216,1.16E-209
WBGene00195143,C16D2.2,130,,,,,0.322126364,5.520152634,0.892156863,0.361064716,0.570518807,2.01E-214,6.93E-208
WBGene00011227,R11.2,130,,,,,0.21973402,2.888352671,0.843137255,0.260614768,0.524259555,3.68E-197,1.27E-190
WBGene00017671,pgal-1,130,,,,,0.066409865,13.68654446,1,0.066409865,0.470869339,3.03E-177,1.04E-170
WBGene00012808,Y43F8A.1,130,,,,,0.216184605,1.938816256,0.705882353,0.306261523,0.434402978,1.2E-163,4.12E-157
WBGene00019324,K02F2.5,130,,,,,0.055562665,14.35738126,0.980392157,0.056673918,0.427236523,5.63E-161,1.94E-154
WBGene00270318,F26G1.15,131,Neurons,,After subclustering we could identify a subpopulation of NSM neurons (CeNGEN markers).,SDQ and subpopulation of NSM,0.45746305,17.09612178,0.785714286,0.5822257,0.659569456,3.53E-239,1.21E-232
WBGene00007881,nlp-35,131,,,,,0.237666033,14.83545616,0.806122449,0.294826218,0.553996214,3.96E-201,1.36E-194
WBGene00008914,F17C11.2,131,,,,,0.124909013,24.02642921,0.806122449,0.154950422,0.442092377,7.84E-161,2.7E-154
WBGene00014175,ZK971.1,131,,,,,0.163411406,4.746340155,0.765306122,0.213524237,0.4305406,1.13E-156,3.88E-150
WBGene00003748,nlp-10,131,,,,,0.079221087,9.722524793,0.816326531,0.097045832,0.421872034,1.49E-153,5.11E-147
WBGene00001455,flp-12,131,,,,,0.162112946,75.55670782,0.806122449,0.201102135,0.404132712,3.6E-147,1.24E-140
WBGene00020317,pdf-1,131,,,,,0.103291546,63.53927742,0.826530612,0.124970019,0.396493782,2.02E-144,6.95E-138
WBGene00044615,B0252.8,131,,,,,0.146201331,5.951047999,0.775510204,0.188522769,0.380864679,8.5E-139,2.92E-132
WBGene00019734,M02E1.2,131,,,,,0.190045336,27.12707175,0.785714286,0.241875882,0.377314993,1.61E-137,5.54E-131
WBGene00001445,flp-2,131,,,,,0.087821452,5.242444292,0.775510204,0.113243451,0.340940302,1.97E-124,6.76E-118
WBGene00013334,nlp-56,132,Neurons,,,RMG,0.772529288,23.35461848,1,0.772529288,0.945293988,0,0
WBGene00012145,nlp-46,132,,,,,0.628868019,17.02876132,1,0.628868019,0.90680154,0,0
WBGene00001457,flp-14,132,,,,,0.344301297,243.2403356,1,0.344301297,0.829036962,1.2E-297,4.13E-291
WBGene00001464,flp-21,132,,,,,0.297273341,23.90691565,1,0.297273341,0.760055433,5.72E-273,1.97E-266
WBGene00001448,flp-5,132,,,,,0.165055349,52.25203222,1,0.165055349,0.67036055,6.64E-241,2.28E-234
WBGene00020043,R13A1.5,132,,,,,0.265755632,3.971167421,0.948453608,0.280198873,0.60184216,2E-216,6.86E-210
WBGene00270319,F26A1.19,132,,,,,0.123689889,4.029889039,0.969072165,0.127637439,0.511878437,2.63E-184,9.03E-178
WBGene00021781,Y51H7C.3,132,,,,,0.184308437,2.427542743,0.762886598,0.241593492,0.417220169,1.56E-150,5.35E-144
WBGene00016634,C44B11.4,132,,,,,0.086255825,6.848612507,0.93814433,0.091943022,0.413692389,2.82E-149,9.69E-143
WBGene00016916,C54D2.2,132,,,,,0.10702455,2.761067858,0.835051546,0.128165202,0.411628647,1.54E-148,5.28E-142
WBGene00001447,flp-4,133,Neurons,"This cluster also expresses egl-5, gcy-12, pdfr-1, nlp-1, and nlp-7 which are all PHA_PHB neurons markers (Packer et al.).  ","Even after subclustering we couldn't differentiate between PHA and PHB neurons. However, we could identify a subpopulation of LUA neurons (CeNGEN markers).",PHA_PHB; LUA,0.142359712,8.92592206,0.958762887,0.14848271,0.500211405,3.83E-180,1.32E-173
WBGene00010848,M04B2.6,133,,,,,0.232914569,5.592615415,0.742268041,0.313787683,0.431930547,8.81E-156,3.03E-149
WBGene00001450,flp-7,133,,,,,0.099912582,4.681074207,0.917525773,0.108893488,0.411314495,1.99E-148,6.83E-142
WBGene00001448,flp-5,133,,,,,0.062583423,15.40397865,0.979381443,0.063900969,0.408243262,2.48E-147,8.51E-141
WBGene00002101,ins-18,133,,,,,0.105714746,5.744499413,0.87628866,0.120639181,0.376524405,5.07E-136,1.74E-129
WBGene00001459,flp-16,133,,,,,0.08800801,7.881526621,0.690721649,0.127414582,0.295163801,5.15E-107,1.77E-100
WBGene00045331,F14D7.12,133,,,,,0.123373674,2.628553979,0.546391753,0.225797102,0.269230326,9.02E-98,3.1E-91
WBGene00007883,C33A12.4,133,,,,,0.066669959,11.71619828,0.628865979,0.106016165,0.267309985,4.36E-97,1.5E-90
WBGene00003890,osm-10,133,,,,,0.120445919,2.098685988,0.556701031,0.216356558,0.264412036,4.71E-96,1.62E-89
WBGene00000277,cab-1,133,,,,,0.030895876,5.692608155,0.948453608,0.032575,0.2616093,4.7E-95,1.61E-88
WBGene00003757,nlp-19,134,Neurons,,,AVH,0.793198273,10.89659861,0.947916667,0.836780596,0.878929805,1.17698467371458e-312,4.05E-306
WBGene00001717,grl-8,134,,,,,0.732970251,18.32884912,0.927083333,0.790619596,0.814218155,1.05E-289,3.6E-283
WBGene00014107,ZK856.6,134,,,,,0.638735472,6.891677612,0.885416667,0.721395357,0.769588609,6.91E-274,2.38E-267
WBGene00020126,flp-26,134,,,,,0.220359942,24.55489889,0.989583333,0.222679521,0.678843746,9.7E-242,3.33E-235
WBGene00003752,nlp-14,134,,,,,0.155573291,11.73792816,0.96875,0.160591784,0.551286505,1.36E-196,4.68E-190
WBGene00194692,T02C12.5,134,,,,,0.180527693,19.12142458,0.979166667,0.184368707,0.528389042,1.71E-188,5.89E-182
WBGene00008826,fbxa-100,134,,,,,0.463211168,1.382357354,0.541666667,0.85515908,0.468279898,3.09E-167,1.06E-160
WBGene00018298,nlp-50,134,,,,,0.086053196,21.01808406,0.979166667,0.087884115,0.449342302,1.53E-160,5.26E-154
WBGene00009843,F48C5.2,134,,,,,0.204666542,2.823411058,0.729166667,0.280685543,0.446582628,1.45E-159,4.97E-153
WBGene00018590,nlp-37,134,,,,,0.102465862,5.976609809,0.927083333,0.110524975,0.432132691,1.85E-154,6.38E-148
WBGene00018590,nlp-37,135,Neurons,,,AIY,0.502662184,43.32556277,0.989583333,0.507953365,0.910981617,4.94065645841247e-324,1.69846923333429e-317
WBGene00015322,C02B8.3,135,,,,,0.573360177,23.92177661,0.989583333,0.579395547,0.906719206,1.63041663127611e-322,5.60494847000315e-316
WBGene00020229,T05A8.3,135,,,,,0.356084119,82.79987513,1,0.356084119,0.882904041,4.58078632648558e-314,1.57E-307
WBGene00219373,F01E11.18,135,,,,,0.309493599,6.110899654,0.916666667,0.337629381,0.653563302,8.67E-233,2.98E-226
WBGene00016262,C30F12.3,135,,,,,0.383681098,3.551402751,0.833333333,0.460417317,0.597667175,5.29E-213,1.82E-206
WBGene00018298,nlp-50,135,,,,,0.107369794,27.55099776,0.989583333,0.108500002,0.514526834,1.37E-183,4.71E-177
WBGene00020317,pdf-1,135,,,,,0.111238873,54.64482993,1,0.111238873,0.508445632,1.94E-181,6.66E-175
WBGene00008761,F13E9.12,135,,,,,0.177116994,3.813244486,0.802083333,0.220821188,0.438816841,8.05E-157,2.77E-150
WBGene00017813,F26A10.1,135,,,,,0.108222939,3.534777558,0.885416667,0.12222826,0.438511307,1.03E-156,3.55E-150
WBGene00001464,flp-21,135,,,,,0.093131666,6.113042367,0.885416667,0.105183999,0.405893556,3.48E-145,1.2E-138
WBGene00017850,F27B10.1,136,Neurons,,,AVF,0.599075866,97.96453383,0.977272727,0.613007862,0.886352315,3.71E-292,1.28E-285
WBGene00003752,nlp-14,136,,,,,0.52979743,57.177979,0.965909091,0.548496163,0.839181656,1.15E-276,3.95E-270
WBGene00016114,flp-27,136,,,,,0.277113494,31.31965723,0.988636364,0.280298706,0.700006534,5.4E-231,1.86E-224
WBGene00019228,H23L24.1,136,,,,,0.267755833,2.404402164,0.647727273,0.413377427,0.444710878,2.45E-147,8.42E-141
WBGene00001820,ham-1,136,,,,,0.338515063,1.699139349,0.613636364,0.551654177,0.414412233,2.03E-137,6.99E-131
WBGene00003741,nlp-3,136,,,,,0.06189167,8.742401889,0.875,0.070733338,0.350358232,1.88E-116,6.46E-110
WBGene00012776,Y42A5A.1,136,,,,,0.165475631,1.454474467,0.522727273,0.316562076,0.308558583,8.97E-103,3.08E-96
WBGene00020865,T27E4.7,136,,,,,0.132264242,2.148062818,0.659090909,0.20067678,0.289298608,1.8E-96,6.19E-90
WBGene00007908,C34B4.3,136,,,,,0.067288038,1.506242154,0.647727273,0.103883287,0.281714684,5.45E-94,1.88E-87
WBGene00013662,Y105C5B.25,136,,,,,0.096580903,1.940784658,0.613636364,0.157391101,0.269391707,5.88E-90,2.02E-83
WBGene00013023,Y48G10A.6,137,Neurons,,Even after subclustering we couldn't differentiate between the neurons. ,PVD_FLP,0.842562425,35.77843272,0.988636364,0.85224705,0.945848403,1.05301861259467e-311,3.62E-305
WBGene00001210,egl-46,137,,,,,0.589512456,2.175826086,0.875,0.673728521,0.635481476,7.77E-210,2.67E-203
WBGene00000955,des-2,137,,,,,0.313793466,3.934499981,0.875,0.358621104,0.623197611,8.26E-206,2.84E-199
WBGene00000951,deg-3,137,,,,,0.324860764,3.124696072,0.897727273,0.361870218,0.605488937,5.27E-200,1.81E-193
WBGene00016475,srab-9,137,,,,,0.589410965,1.271992442,0.647727273,0.909967805,0.572628347,3.09E-189,1.06E-182
WBGene00011345,dma-1,137,,,,,0.322957456,2.546495387,0.840909091,0.384057515,0.551441846,2.71E-182,9.3E-176
WBGene00012759,sup-1,137,,,,,0.186653662,13.82231756,0.954545455,0.195541932,0.530871165,1.48E-175,5.1E-169
WBGene00008265,kcnl-4,137,,,,,0.270003809,2.178433218,0.863636364,0.31263599,0.524108775,2.44E-173,8.38E-167
WBGene00012670,Y39B6A.8,137,,,,,0.365795549,1.476417785,0.681818182,0.536500138,0.497363,1.4E-164,4.82E-158
WBGene00003167,mec-3,137,,,,,0.288185794,2.12930559,0.818181818,0.352227082,0.445091211,1.84E-147,6.32E-141
WBGene00009095,F23H12.7,138,Neurons,,,RIM,0.56683371,2.59612953,0.744186047,0.761682797,0.620047956,1.04E-200,3.57E-194
WBGene00008914,F17C11.2,138,,,,,0.185203538,30.84883242,0.988372093,0.187382403,0.606747749,1.94E-196,6.68E-190
WBGene00006562,tdc-1,138,,,,,0.331167168,4.536825658,0.860465116,0.384869952,0.529870312,9.4E-172,3.23E-165
WBGene00001462,flp-19,138,,,,,0.175497532,45.89659076,0.988372093,0.177562209,0.510487545,1.57E-165,5.38E-159
WBGene00015948,C18A11.2,138,,,,,0.184211743,5.549826013,0.848837209,0.217016574,0.458362162,8.37E-149,2.88E-142
WBGene00022276,nlp-40,138,,,,,0.095976697,10.01816691,0.918604651,0.104480961,0.443251635,5.9E-144,2.03E-137
WBGene00000295,cat-1,138,,,,,0.227496319,2.187446752,0.686046512,0.331604803,0.428691483,2.77E-139,9.52E-133
WBGene00003751,nlp-13,138,,,,,0.082614724,10.48663931,0.930232558,0.088810829,0.415241775,5.72E-135,1.97E-128
WBGene00017326,dmd-5,138,,,,,0.334669528,1.455217783,0.5,0.669339056,0.384339794,4.67E-125,1.61E-118
WBGene00011254,R12G8.1,138,,,,,0.139292502,7.18778212,0.813953488,0.171130788,0.364634661,9.77E-119,3.36E-112
WBGene00007827,nlp-54,139,Neurons,,,MI,0.593213185,111.9696718,1,0.593213185,0.893008185,1.57E-285,5.39E-279
WBGene00010782,K11H3.5,139,,,,,0.68362518,5.477737121,0.941176471,0.726351754,0.835188444,4.07E-267,1.4E-260
WBGene00001449,flp-6,139,,,,,0.23964559,27.36151532,1,0.23964559,0.756215552,5.59E-242,1.92E-235
WBGene00009109,degt-1,139,,,,,0.384483366,7.063116014,1,0.384483366,0.726091749,2.15E-232,7.38E-226
WBGene00044553,T23B12.11,139,,,,,0.260971815,8.588738284,0.988235294,0.264078623,0.665030397,5.67E-213,1.95E-206
WBGene00016109,C25G6.4,139,,,,,0.323060382,8.383759159,0.976470588,0.330844969,0.663828731,1.37E-212,4.7E-206
WBGene00022837,ceh-45,139,,,,,0.408271396,3.369275048,0.882352941,0.462707582,0.663605807,1.61E-212,5.53E-206
WBGene00011227,R11.2,139,,,,,0.327609929,4.367486112,0.917647059,0.35701082,0.655474,6.2E-210,2.13E-203
WBGene00011103,R07E3.2,139,,,,,0.617812314,7.649026471,0.964705882,0.640415204,0.648059959,1.41E-207,4.85E-201
WBGene00015632,C09D4.1,139,,,,,0.473051008,3.267714749,0.929411765,0.508978933,0.618010285,5.05E-198,1.74E-191
WBGene00011997,nlp-51,140,Neurons,,,RIP,0.747426311,104.1236714,0.976190476,0.765656221,0.920480494,3.03E-291,1.04E-284
WBGene00013964,ZK287.3,140,,,,,0.378822794,16.47219477,0.94047619,0.40279892,0.728273182,1.09E-230,3.75E-224
WBGene00018298,nlp-50,140,,,,,0.176579956,52.83224726,0.988095238,0.178707426,0.613809425,1.15E-194,3.95E-188
WBGene00018117,nlp-47,140,,,,,0.15578688,10.99019687,0.904761905,0.172185499,0.464675608,8.95E-148,3.08E-141
WBGene00017292,F09E5.16,140,,,,,0.091812722,5.26274815,0.833333333,0.110175266,0.359959181,7.16E-115,2.46E-108
WBGene00021417,nhr-236,140,,,,,0.259125352,1.739473891,0.55952381,0.463117651,0.342672146,1.93E-109,6.63E-103
WBGene00077681,Y44A6D.7,140,,,,,0.213211965,1.88306477,0.55952381,0.381059682,0.3251671,6.08E-104,2.09E-97
WBGene00011899,T21C12.3,140,,,,,0.084295321,2.328990713,0.642857143,0.131126055,0.315625986,6.04E-101,2.08E-94
WBGene00011392,sbt-1,140,,,,,0.032980541,17.17872833,0.976190476,0.033784945,0.309705681,4.37E-99,1.5E-92
WBGene00011428,T04C12.3,140,,,,,0.045072941,7.034494838,0.857142857,0.052585098,0.293082024,7.28E-94,2.5E-87
WBGene00003753,nlp-15,141,Neurons,,,RMF,0.161039323,18.22516474,0.988095238,0.162979555,0.610250902,1.51E-193,5.2E-187
WBGene00019355,K03B4.4,141,,,,,0.20068813,12.62985241,0.964285714,0.208121024,0.58593014,6.75E-186,2.32E-179
WBGene00015427,C04E6.13,141,,,,,0.245608806,10.65789591,0.952380952,0.257889247,0.495286754,2.14E-157,7.35E-151
WBGene00019293,K02A6.2,141,,,,,0.232901344,2.17187859,0.678571429,0.343223033,0.446002809,6.61E-142,2.27E-135
WBGene00018042,mks-3,141,,,,,0.275535177,1.759845691,0.595238095,0.462899097,0.432948173,8.37E-138,2.88E-131
WBGene00001613,glr-2,141,,,,,0.185579326,2.513004566,0.738095238,0.251430055,0.423314033,8.91E-135,3.06E-128
WBGene00018068,F35H10.2,141,,,,,0.153360233,8.121382292,0.952380952,0.161028244,0.420026809,9.61E-134,3.3E-127
WBGene00022063,Y67D8B.4,141,,,,,0.118546689,2.279146588,0.702380952,0.168778337,0.386205805,4.07E-123,1.4E-116
WBGene00016028,flp-24,141,,,,,0.054146473,9.77254235,0.916666667,0.059068879,0.373846081,3.11E-119,1.07E-112
WBGene00013848,npr-29,141,,,,,0.138109054,2.543837188,0.654761905,0.210930192,0.349483107,1.4E-111,4.81E-105
WBGene00011070,msrp-7,142,Neurons,"This cluster prominently expresses flp-10, flp-20, ceh-31, nlp-37 and srw-35 which are all markers of the PVR neurons (CeNGEN).",,PVR,0.488086052,18.61498542,0.988095238,0.493966606,0.729658777,4E-231,1.37E-224
WBGene00001455,flp-12,142,,,,,0.403145486,188.2388313,1,0.403145486,0.692015382,2.83E-219,9.72E-213
WBGene00002100,ins-17,142,,,,,0.211137344,21.65544839,0.988095238,0.213681168,0.609742875,2.18E-193,7.51E-187
WBGene00270318,F26G1.15,142,,,,,0.270866297,6.872245914,0.964285714,0.280898382,0.593473025,2.86E-188,9.84E-182
WBGene00003748,nlp-10,142,,,,,0.087635103,8.798664275,0.976190476,0.089772545,0.494122099,4.97E-157,1.71E-150
WBGene00020317,pdf-1,142,,,,,0.072145463,31.40510766,1,0.072145463,0.424410307,4.03E-135,1.39E-128
WBGene00014175,ZK971.1,142,,,,,0.120510299,2.597230544,0.892857143,0.134971535,0.397134072,1.5E-126,5.15E-120
WBGene00000452,ceh-31,142,,,,,0.171974949,1.692357093,0.761904762,0.22571712,0.383859295,2.22E-122,7.63E-116
WBGene00019160,crf-1,142,,,,,0.076921187,8.537890318,0.988095238,0.077847948,0.369487745,7.27E-118,2.5E-111
WBGene00001445,flp-2,142,,,,,0.064515339,2.807102152,0.928571429,0.069478057,0.320187202,2.23E-102,7.67E-96
WBGene00006789,unc-54,143,Muscle,"This cluster expresses mls-1 and C53B7.2 which are both vulval muscle markers (CeNGEN). Additionally, this cluster does not prominently express egl-15 and nkb-1 which are vm1 markers, while it prominently expresses lin-12 which is a vm2 marker. ",,vm2 (vulval muscle),0.2328529,11.26152894,0.964285714,0.241477081,0.517596753,2.07E-164,7.13E-158
WBGene00006754,unc-15,143,,,,,0.206320985,13.84435744,0.976190476,0.211353204,0.49945111,1.05E-158,3.61E-152
WBGene00000065,act-3,143,,,,,0.133584122,16.56108652,1,0.133584122,0.467584377,1.09E-148,3.75E-142
WBGene00002012,hsp-12.3,143,,,,,0.373205212,25.38000327,0.738095238,0.505632868,0.463642281,1.89E-147,6.5E-141
WBGene00004130,ketn-1,143,,,,,0.265952142,3.063493016,0.916666667,0.290129609,0.458306509,8.99E-146,3.09E-139
WBGene00020195,T03G6.3,143,,,,,0.255131103,1.833464578,0.869047619,0.293575515,0.446734333,3.89E-142,1.34E-135
WBGene00019713,pqn-52,143,,,,,0.19213068,5.5604362,0.952380952,0.201737214,0.424903778,2.82E-135,9.7E-129
WBGene00006585,tni-3,143,,,,,0.209722323,9.030074949,0.988095238,0.212249098,0.41342333,1.14E-131,3.93E-125
WBGene00016210,C29F5.1,143,,,,,0.175890943,4.316055729,0.964285714,0.182405423,0.399366352,2.98E-127,1.03E-120
WBGene00012839,Y43F8C.18,143,,,,,0.280437239,1.110128226,0.726190476,0.38617587,0.397757768,9.55E-127,3.28E-120
WBGene00019509,K07H8.9,144,Sperm,"This cluster is the only germ cluster to prominently express fog-3. This gene is  highly expressed in the pachytene region in both males and hermaphrodites. However, in hermaphrodites, fog-3 expression disappears after the late L4 stage when worms switch from spermatogenesis to oogenesis. This cluster prominently expresses  zipt-7.1, cdc-48.1, ubxn-2, him-3, vbh-1 and set-17 which are all gene markers for spermatocytes.",At the young adult stage most of the sperm in the hermaphrodite is mature sperm (PMID: 24718317). This cluster of spermatocytes may be result of imperfect synchrony or may be coming from the small population of male worms. ,Syncitial pachytene spermatocytes ,0.472233617,1.754488644,0.951807229,0.49614418,0.526850876,1.39E-165,4.79E-159
WBGene00007732,spe-44,144,,,,,0.32318404,0.872120078,0.879518072,0.367455826,0.33932321,2.85E-107,9.8E-101
WBGene00010678,K08F4.3,144,,,,,0.225045412,1.53555535,0.975903614,0.230602089,0.325548507,5.45E-103,1.87E-96
WBGene00018135,F37A4.5,144,,,,,0.26429543,1.519764772,0.975903614,0.270821243,0.319070611,5.62E-101,1.93E-94
WBGene00001483,fog-3,144,,,,,0.504624251,0.421316037,0.759036145,0.664822426,0.298477401,1.41E-94,4.86E-88
WBGene00013325,Y57G11C.36,144,,,,,0.192574434,0.712963945,0.86746988,0.221995528,0.270959001,5.05E-86,1.74E-79
WBGene00022101,Y69A2AR.32,144,,,,,0.26180061,0.539312861,0.891566265,0.293641225,0.262876023,1.64E-83,5.65E-77
WBGene00018425,F44E7.3,144,,,,,0.335348537,0.289533749,0.807228916,0.41543177,0.24438455,9.18E-78,3.16E-71
WBGene00011480,enpl-1,144,,,,,0.065716603,1.649600724,0.975903614,0.067339235,0.221409659,1.27E-70,4.37E-64
WBGene00000770,cpb-1,144,,,,,0.238661416,0.462143057,0.855421687,0.278998557,0.218909682,7.62E-70,2.62E-63
WBGene00001616,glr-5,145,Neurons,,,URA,0.194930891,5.636081625,0.865853659,0.225131452,0.515917325,1.77E-160,6.09E-154
WBGene00006818,unc-86,145,,,,,0.163858917,3.762290988,0.743902439,0.220269364,0.448048778,1.36E-139,4.66E-133
WBGene00003749,nlp-11,145,,,,,0.093879757,15.8798216,0.975609756,0.096226751,0.445823865,6.56E-139,2.25E-132
WBGene00010982,flp-32,145,,,,,0.16357487,6.955627726,0.792682927,0.20635599,0.413069606,7.81E-129,2.69E-122
WBGene00001458,flp-15,145,,,,,0.127475146,5.689219023,0.804878049,0.158378211,0.412764117,9.7E-129,3.33E-122
WBGene00006681,twk-29,145,,,,,0.184729714,2.345373805,0.62195122,0.297016402,0.305229807,1.14E-95,3.93E-89
WBGene00011392,sbt-1,145,,,,,0.031441391,15.96972783,0.987804878,0.031829556,0.301036694,2.23E-94,7.66E-88
WBGene00000277,cab-1,145,,,,,0.039725387,8.247083903,0.902439024,0.044020023,0.292663079,8.37E-92,2.88E-85
WBGene00007881,nlp-35,145,,,,,0.067119271,3.514266307,0.682926829,0.098281789,0.275804241,1.28E-86,4.4E-80
WBGene00000452,ceh-31,145,,,,,0.118746345,2.001770713,0.463414634,0.256242112,0.26683199,7.35E-84,2.53E-77
WBGene00001454,flp-11,146,Neurons,,,RIS,0.725993933,283.2198502,1,0.725993933,0.967558884,1.1E-299,3.77E-293
WBGene00007515,C10C6.7,146,,,,,0.394163779,2.835863722,0.841463415,0.468426521,0.59034663,2.17E-183,7.47E-177
WBGene00020229,T05A8.3,146,,,,,0.157285293,28.208949,1,0.157285293,0.580527317,2.29E-180,7.88E-174
WBGene00005226,srg-69,146,,,,,0.376073919,2.160170215,0.780487805,0.481844708,0.557352911,3.12E-173,1.07E-166
WBGene00019324,K02F2.5,146,,,,,0.073415072,20.20381614,0.987804878,0.07432143,0.515260452,2.82E-160,9.71E-154
WBGene00009780,F46C5.4,146,,,,,0.219808554,3.820304326,0.902439024,0.243571641,0.515056808,3.26E-160,1.12E-153
WBGene00003749,nlp-11,146,,,,,0.093645016,15.57860614,0.987804878,0.094801128,0.461238617,1.19E-143,4.08E-137
WBGene00005893,srx-2,146,,,,,0.287960004,1.759297142,0.731707317,0.393545339,0.448012597,1.39E-139,4.78E-133
WBGene00007487,C09G1.5,146,,,,,0.149038029,3.913096135,0.853658537,0.174587405,0.417875901,2.6E-130,8.92E-124
WBGene00045195,F53F4.17,146,,,,,0.191090377,1.274640232,0.658536585,0.290174276,0.410472678,4.92E-128,1.69E-121
WBGene00003743,nlp-5,147,Neurons,,,RIF,0.239708826,6.818905755,0.894736842,0.267909865,0.561291151,2.95E-163,1.01E-156
WBGene00022276,nlp-40,147,,,,,0.141609853,15.3904983,0.973684211,0.145437147,0.561167907,3.2E-163,1.1E-156
WBGene00044618,bus-2,147,,,,,0.487312679,1.79887707,0.684210526,0.712226224,0.526695043,2.68E-153,9.2E-147
WBGene00018988,F56F11.1,147,,,,,0.311380497,2.976384119,0.723684211,0.430271232,0.520339693,1.81E-151,6.21E-145
WBGene00019488,K07D4.9,147,,,,,0.115486204,11.03933031,0.973684211,0.118607453,0.479006446,1.41E-139,4.86E-133
WBGene00013662,Y105C5B.25,147,,,,,0.241154388,4.657416214,0.789473684,0.305462225,0.4688248,1.2E-136,4.13E-130
WBGene00016319,C32D5.12,147,,,,,0.440707072,2.146290511,0.684210526,0.644110336,0.454034166,2.16E-132,7.44E-126
WBGene00045195,F53F4.17,147,,,,,0.230725448,1.63403706,0.657894737,0.350702681,0.452185191,7.37E-132,2.53E-125
WBGene00019012,F57C9.6,147,,,,,0.228768187,2.068769554,0.697368421,0.328044948,0.445654059,5.58E-130,1.92E-123
WBGene00008820,nlp-55,147,,,,,0.092398704,6.397954155,0.907894737,0.101772486,0.438942773,4.75E-128,1.63E-121
WBGene00011289,R102.2,148,Neurons,,,ADF,0.252819393,243.2410652,1,0.252819393,0.634861772,1.94E-184,6.68E-178
WBGene00009216,F28D1.6,148,,,,,0.26653249,5.401886727,0.921052632,0.289378132,0.564855526,2.78E-164,9.55E-158
WBGene00015424,C04E6.8,148,,,,,0.463786029,5.070336569,0.842105263,0.550745909,0.549351531,8.07E-160,2.77E-153
WBGene00007883,C33A12.4,148,,,,,0.140398902,17.16299285,0.986842105,0.142270887,0.501481272,4.82E-146,1.66E-139
WBGene00019243,fbxb-72,148,,,,,0.360475317,2.436554292,0.723684211,0.498111348,0.489350218,1.49E-142,5.13E-136
WBGene00001237,elc-2,148,,,,,0.467002662,1.291291442,0.618421053,0.75515324,0.488180606,3.24E-142,1.11E-135
WBGene00015367,srt-64,148,,,,,0.459175272,0.686208102,0.526315789,0.872433017,0.45091463,1.71E-131,5.88E-125
WBGene00005903,srx-12,148,,,,,0.446409554,0.838938538,0.552631579,0.807788718,0.444816753,9.71E-130,3.34E-123
WBGene00005739,srv-28,148,,,,,0.484140386,0.981968582,0.644736842,0.750911618,0.418812597,2.94E-122,1.01E-115
WBGene00010236,F58B4.3,148,,,,,0.147522689,3.069440802,0.842105263,0.175183193,0.403925879,5.62E-118,1.93E-111
WBGene00008454,E02A10.4,149,Neurons,,,AUA,0.249019115,14.6877508,0.930555556,0.267602631,0.661970021,2.29E-183,7.87E-177
WBGene00017907,F28F9.3,149,,,,,0.264284181,4.711493535,0.888888889,0.297319704,0.573284361,5.04E-159,1.73E-152
WBGene00010262,droe-4,149,,,,,0.232185613,30.66488894,0.958333333,0.24228064,0.572371139,8.98E-159,3.09E-152
WBGene00001451,flp-8,149,,,,,0.208483576,27.3907152,1,0.208483576,0.563796148,2.03E-156,6.96E-150
WBGene00022302,Y76B12C.8,149,,,,,0.264974751,6.034018585,0.916666667,0.289063364,0.555617573,3.55E-154,1.22E-147
WBGene00008287,C54C6.5,149,,,,,0.287843537,3.295479818,0.791666667,0.363591837,0.532675537,7.01E-148,2.41E-141
WBGene00010290,F58H1.7,149,,,,,0.113014897,6.747729487,0.916666667,0.123288978,0.476277594,2.08E-132,7.14E-126
WBGene00007345,C05E7.3,149,,,,,0.200526809,3.683903401,0.833333333,0.240632171,0.460917547,3.39E-128,1.17E-121
WBGene00001464,flp-21,149,,,,,0.092096848,5.545663079,0.944444444,0.097514309,0.401734528,5.78E-112,1.99E-105
WBGene00016530,C39D10.2,149,,,,,0.140876372,3.708083727,0.875,0.161001568,0.397675542,7.5E-111,2.58E-104
WBGene00008833,F14H8.2,150,XXX cell is the only cell type where all these genes are prominently expressed,,,XXX,0.841424947,11.06404208,0.942028986,0.893204944,0.849714488,2.49E-226,8.57E-220
